task,item_id,entity_type,entity,correct,incorrect,incorrect_2,question,prefix,population_correct,population_incorrect,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",29,0.0018602855,76190,[4.589437484741211],[-11.096480369567871],99735,[3.024722099304199],[-7.817355632781982],-54.148556,-55.71327,correct,True,-54.148556,-55.71327,correct,True,-54.148556,-55.71327,correct,True,0.013445075,140295,[5.697840213775635],[-8.46735954284668],148187,[5.315690517425537],[-9.758912086486816],-50.264717,-50.64687,correct,True,-50.264717,-50.64687,correct,True,-50.264717,-50.64687,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",30,0.006899129,108135,[1.6290229558944702],[-1.7050058841705322],118285,[0.9450269937515259],[-4.991269588470459],-56.763226,-57.447224,correct,True,-56.763226,-57.447224,correct,True,-56.763226,-57.447224,correct,True,0.00347717,144326,[2.2568912506103516],[7.423323631286621],160744,[1.471398115158081],[3.06203031539917],-53.636753,-54.42225,correct,True,-53.636753,-54.42225,correct,True,-53.636753,-54.42225,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",31,0.0064686574,96584,[1.100814938545227],[10.356806755065918],117962,[-0.3856247663497925],[5.619062423706055],-58.045036,-59.531475,correct,True,-58.045036,-59.531475,correct,True,-58.045036,-59.531475,correct,True,0.00018285455,134048,[4.526012420654297],[4.9643635749816895],179015,[2.3529698848724365],[8.938380241394043],-61.234715,-63.407757,correct,True,-61.234715,-63.407757,correct,True,-61.234715,-63.407757,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",32,0.046403937,63869,[3.5574514865875244],[8.961671829223633],97771,[1.0032224655151367],[5.712987422943115],-55.296986,-57.851215,correct,True,-55.296986,-57.851215,correct,True,-55.296986,-57.851215,correct,True,0.00012064866,116679,[5.678181171417236],[7.377326488494873],135518,[4.799642562866211],[-1.658047080039978],-60.48274,-61.361275,correct,True,-60.48274,-61.361275,correct,True,-60.48274,-61.361275,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",33,0.005811084,53369,[5.384903430938721],[5.087281227111816],96287,[2.228621244430542],[8.888834953308105],-56.254055,-59.410336,correct,True,-56.254055,-59.410336,correct,True,-56.254055,-59.410336,correct,True,0.00022019129,121360,[7.227083206176758],[2.405895948410034],187661,[4.045320987701416],[4.929510116577148],-58.114487,-61.296246,correct,True,-58.114487,-61.296246,correct,True,-58.114487,-61.296246,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",34,0.2414132,49727,[6.187620639801025],[36.087013244628906],75279,[4.176830291748047],[15.516253471374512],-59.907806,-61.9186,correct,True,-59.907806,-61.9186,correct,True,-59.907806,-61.9186,correct,True,0.0008784466,121967,[7.46063232421875],[-4.085328578948975],171679,[5.133956432342529],[-1.5586096048355103],-53.556602,-55.883278,correct,True,-53.556602,-55.883278,correct,True,-53.556602,-55.883278,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",35,0.56279844,3084,[15.308171272277832],[7.208475112915039],27939,[8.050909042358398],[-0.0674065351486206],-52.655106,-59.912365,correct,True,-52.655106,-59.912365,correct,True,-52.655106,-59.912365,correct,True,0.0061471905,156484,[5.959278106689453],[6.1874237060546875],186564,[4.436923980712891],[1.288428544998169],-51.592182,-53.114536,correct,True,-51.592182,-53.114536,correct,True,-51.592182,-53.114536,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",36,0.48870146,1790,[15.625608444213867],[31.664392471313477],26424,[7.344067096710205],[21.195722579956055],-47.657803,-55.939342,correct,True,-47.657803,-55.939342,correct,True,-47.657803,-55.939342,correct,True,0.0111861285,138096,[7.114955425262451],[-0.023487340658903122],192057,[4.476757526397705],[0.9114211797714233],-48.197113,-50.83531,correct,True,-48.197113,-50.83531,correct,True,-48.197113,-50.83531,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",37,0.034179654,182,[23.382892608642578],[-6.977505683898926],3727,[12.623897552490234],[-6.849451541900635],-39.272892,-50.031887,correct,True,-39.272892,-50.031887,correct,True,-39.272892,-50.031887,correct,True,0.0059018806,105086,[6.953216075897217],[6.319140434265137],157252,[4.629246711730957],[7.381009101867676],-46.498096,-48.822067,correct,True,-46.498096,-48.822067,correct,True,-46.498096,-48.822067,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",38,0.28908077,355,[20.34186553955078],[24.234638214111328],6337,[10.13092041015625],[7.513000011444092],-40.40255,-50.613495,correct,True,-40.40255,-50.613495,correct,True,-40.40255,-50.613495,correct,True,0.78212696,77375,[8.366168975830078],[-16.495750427246094],116261,[6.524361610412598],[-15.28384017944336],-35.2357,-37.077507,correct,True,-35.2357,-37.077507,correct,True,-35.2357,-37.077507,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",39,0.0942738,54,[25.68693733215332],[38.601924896240234],1275,[11.35664176940918],[33.70608139038086],-28.929464,-43.25976,correct,True,-28.929464,-43.25976,correct,True,-28.929464,-43.25976,correct,True,0.45259598,88801,[2.754143238067627],[-2.528775215148926],119979,[1.4019520282745361],[-4.6464314460754395],-36.912746,-38.26494,correct,True,-36.912746,-38.26494,correct,True,-36.912746,-38.26494,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",40,0.04328099,6,[37.57732009887695],[26.314678192138672],135,[22.308027267456055],[23.649696350097656],-15.771122,-31.040415,correct,True,-15.771122,-31.040415,correct,True,-15.771122,-31.040415,correct,True,0.008146568,27052,[1.8277225494384766],[6.237401008605957],49900,[-0.37064817547798157],[6.210456848144531],-43.788567,-45.986935,correct,True,-43.788567,-45.986935,correct,True,-43.788567,-45.986935,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,correct_first,True,"The capital of Connecticut is either Hartford or Bridgeport. In fact,","The capital of Connecticut is either Hartford or Bridgeport. In fact, the capital of Connecticut is",41,0.7610315,1,[53.61682891845703],,16,[35.368106842041016],,-0.5961881,-18.84491,correct,True,-0.5961881,-18.84491,correct,True,-0.5961881,-18.84491,correct,True,0.0021009753,13551,[6.216399669647217],,23676,[3.651642084121704],,-50.172333,-52.73709,correct,True,-50.172333,-52.73709,correct,True,-50.172333,-52.73709,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",0,1.7206732000000002e-38,204895,[-10.062006950378418],[9.360456466674805],92318,[-2.3144588470458984],[21.680952072143555],-189.03168,-181.28412,incorrect,False,-189.03168,-181.28412,incorrect,False,-189.03168,-181.28412,incorrect,False,2.5450215e-24,98395,[4.202334403991699],[6.711643695831299],180795,[-0.48389574885368347],[1.6119693517684937],-301.9592,-306.64542,correct,True,-301.9592,-306.64542,correct,True,-301.9592,-306.64542,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",1,2.728357e-21,236226,[-5.026332855224609],[-4.6542649269104],46175,[12.035470962524414],[-4.233388900756836],-110.89491,-93.83311,incorrect,False,-110.89491,-93.83311,incorrect,False,-110.89491,-93.83311,incorrect,False,4.929412e-20,123966,[7.286591529846191],[-8.07487678527832],223576,[0.2692520022392273],[-6.175979137420654],-270.29333,-277.31067,correct,True,-270.29333,-277.31067,correct,True,-270.29333,-277.31067,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",2,6.1764363e-15,210670,[-8.35274887084961],[-3.6470749378204346],20412,[8.214995384216309],[-7.694358825683594],-86.31091,-69.743164,incorrect,False,-86.31091,-69.743164,incorrect,False,-86.31091,-69.743164,incorrect,False,1.2502323e-18,120163,[3.518211603164673],[-10.65445613861084],213845,[-2.433680295944214],[-10.5592622756958],-241.60052,-247.55243,correct,True,-241.60052,-247.55243,correct,True,-241.60052,-247.55243,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",3,3.3061205e-08,236171,[-11.526938438415527],[-6.752347946166992],79082,[1.6992006301879883],[-5.125239372253418],-70.8705,-57.644363,incorrect,False,-70.8705,-57.644363,incorrect,False,-70.8705,-57.644363,incorrect,False,1.8438959e-15,182078,[-1.8792937994003296],[-12.52425765991211],243889,[-8.054672241210938],[-5.922956466674805],-228.67537,-234.85075,correct,True,-228.67537,-234.85075,correct,True,-228.67537,-234.85075,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",4,1.8907922e-09,224725,[-16.321203231811523],[-6.532284736633301],60867,[-2.197244167327881],[-7.28029727935791],-73.9491,-59.825138,incorrect,False,-73.9491,-59.825138,incorrect,False,-73.9491,-59.825138,incorrect,False,7.562976e-15,195146,[-8.324663162231445],[-7.266490936279297],229976,[-11.278329849243164],[-9.809896469116211],-206.26834,-209.22202,correct,True,-206.26834,-209.22202,correct,True,-206.26834,-209.22202,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",5,0.035127472,242195,[-19.71133804321289],[-0.5608068108558655],120056,[-8.084990501403809],[-1.2091972827911377],-65.48144,-53.855087,incorrect,False,-65.48144,-53.855087,incorrect,False,-65.48144,-53.855087,incorrect,False,5.161952e-12,174909,[-11.092233657836914],[4.992341995239258],224788,[-15.007493019104004],[7.612802982330322],-183.03563,-186.95088,correct,True,-183.03563,-186.95088,correct,True,-183.03563,-186.95088,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",6,0.019588161,226677,[-18.017927169799805],[-11.018757820129395],104664,[-7.977377414703369],[-11.129179954528809],-58.47412,-48.433575,incorrect,False,-58.47412,-48.433575,incorrect,False,-58.47412,-48.433575,incorrect,False,3.3122444e-10,168686,[-8.783477783203125],[1.9731346368789673],208867,[-11.506690979003906],[-8.938535690307617],-156.99594,-159.71915,correct,True,-156.99594,-159.71915,correct,True,-156.99594,-159.71915,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",7,0.00012204223,219433,[-23.892826080322266],[0.3464907705783844],129551,[-14.274895668029785],[-2.3032989501953125],-73.44283,-63.8249,incorrect,False,-73.44283,-63.8249,incorrect,False,-73.44283,-63.8249,incorrect,False,5.773452e-10,88611,[-7.176253795623779],[3.560539960861206],199752,[-14.216354370117188],[-9.565672874450684],-144.43088,-151.47098,correct,True,-144.43088,-151.47098,correct,True,-144.43088,-151.47098,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",8,2.1891308e-05,228542,[-23.291532516479492],[-6.378684043884277],159462,[-15.084014892578125],[-9.520740509033203],-73.8066,-65.59908,incorrect,False,-73.8066,-65.59908,incorrect,False,-73.8066,-65.59908,incorrect,False,6.707018e-08,64334,[-5.668176174163818],[-3.582364559173584],226105,[-17.00055694580078],[0.5973011255264282],-126.608734,-137.94112,correct,True,-126.608734,-137.94112,correct,True,-126.608734,-137.94112,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",9,0.000159344,214313,[-23.48310661315918],[4.0924906730651855],164418,[-17.649808883666992],[1.3073490858078003],-71.07533,-65.242035,incorrect,False,-71.07533,-65.242035,incorrect,False,-71.07533,-65.242035,incorrect,False,9.2736605e-07,85548,[-6.586699962615967],[2.596855878829956],225063,[-16.140180587768555],[1.7728856801986694],-113.802216,-123.3557,correct,True,-113.802216,-123.3557,correct,True,-113.802216,-123.3557,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",10,0.0008759492,215544,[-19.586946487426758],[-11.328261375427246],180429,[-15.732512474060059],[-15.234867095947266],-58.229218,-54.374783,incorrect,False,-58.229218,-54.374783,incorrect,False,-58.229218,-54.374783,incorrect,False,6.845393e-06,63327,[-4.880806922912598],[-15.330803871154785],212112,[-13.886886596679688],[-10.236799240112305],-95.87058,-104.87666,correct,True,-95.87058,-104.87666,correct,True,-95.87058,-104.87666,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",11,0.0033961395,210459,[-22.930805206298828],[3.089041233062744],199763,[-21.443655014038086],[-15.531908988952637],-64.34146,-62.854305,incorrect,False,-64.34146,-62.854305,incorrect,False,-64.34146,-62.854305,incorrect,False,0.00014504541,117916,[-9.79435920715332],[-6.2653117179870605],215049,[-16.880069732666016],[-8.801941871643066],-91.773895,-98.859604,correct,True,-91.773895,-98.859604,correct,True,-91.773895,-98.859604,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",12,0.025561184,177263,[-20.979583740234375],[-8.671339988708496],221130,[-27.206064224243164],[-1.9974080324172974],-61.486637,-67.71312,correct,True,-61.486637,-67.71312,correct,True,-61.486637,-67.71312,correct,True,0.00014284535,123332,[-11.055192947387695],[-5.257092475891113],219040,[-18.486713409423828],[-7.344738960266113],-82.78178,-90.213295,correct,True,-82.78178,-90.213295,correct,True,-82.78178,-90.213295,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",13,0.012890476,192269,[-23.0678653717041],[-6.606804847717285],213062,[-26.074764251708984],[-1.7428525686264038],-62.050724,-65.05762,correct,True,-62.050724,-65.05762,correct,True,-62.050724,-65.05762,correct,True,0.0002382021,132437,[-12.235030174255371],[13.446712493896484],227633,[-20.07790756225586],[9.313461303710938],-79.07753,-86.92041,correct,True,-79.07753,-86.92041,correct,True,-79.07753,-86.92041,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",14,0.040004775,205118,[-23.053730010986328],[-2.2598159313201904],210152,[-23.804046630859375],[-3.003519296646118],-59.63391,-60.384228,correct,True,-59.63391,-60.384228,correct,True,-59.63391,-60.384228,correct,True,0.00041721502,85575,[-8.539872169494629],[-5.927195072174072],211787,[-17.45032501220703],[-3.2691874504089355],-71.44527,-80.35572,correct,True,-71.44527,-80.35572,correct,True,-71.44527,-80.35572,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",15,0.064751275,207967,[-19.825143814086914],[8.17318058013916],214845,[-20.762939453125],[7.305785179138184],-51.483646,-52.42144,correct,True,-51.483646,-52.42144,correct,True,-51.483646,-52.42144,correct,True,0.0016996232,119319,[-9.82058048248291],[5.8382039070129395],218335,[-17.57124137878418],[11.942577362060547],-68.016045,-75.7667,correct,True,-68.016045,-75.7667,correct,True,-68.016045,-75.7667,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",16,0.42691356,195171,[-15.117088317871094],[11.589154243469238],206048,[-16.325395584106445],[17.26097869873047],-45.330288,-46.538597,correct,True,-45.330288,-46.538597,correct,True,-45.330288,-46.538597,correct,True,0.0006118512,99992,[-8.283771514892578],[5.123306751251221],187741,[-14.38465690612793],[10.789467811584473],-67.83654,-73.93742,correct,True,-67.83654,-73.93742,correct,True,-67.83654,-73.93742,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",17,0.1842366,171153,[-11.64516544342041],[0.4422619342803955],154858,[-10.331302642822266],[-2.833768606185913],-45.188667,-43.874805,incorrect,False,-45.188667,-43.874805,incorrect,False,-45.188667,-43.874805,incorrect,False,0.00038207168,102318,[-6.899188041687012],[-1.8954559564590454],172236,[-11.368144989013672],[-3.56766939163208],-67.55776,-72.02672,correct,True,-67.55776,-72.02672,correct,True,-67.55776,-72.02672,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",18,0.09229155,166633,[-11.564715385437012],[-0.6511909365653992],166170,[-11.525761604309082],[3.3982746601104736],-46.0025,-45.963543,incorrect,False,-46.0025,-45.963543,incorrect,False,-46.0025,-45.963543,incorrect,False,0.0041580647,107100,[-7.123692989349365],[7.425781726837158],177983,[-11.860581398010254],[9.328618049621582],-59.569008,-64.30589,correct,True,-59.569008,-64.30589,correct,True,-59.569008,-64.30589,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",19,0.11378641,192253,[-10.212143898010254],[-4.479586601257324],172966,[-8.552350997924805],[0.8494266867637634],-45.077522,-43.41773,incorrect,False,-45.077522,-43.41773,incorrect,False,-45.077522,-43.41773,incorrect,False,0.004707123,101801,[-5.517118453979492],[11.097024917602539],169712,[-9.9016752243042],[3.9982457160949707],-60.447952,-64.83251,correct,True,-60.447952,-64.83251,correct,True,-60.447952,-64.83251,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",20,0.0433248,203928,[-11.055960655212402],[4.3603081703186035],165513,[-7.73487663269043],[2.6887290477752686],-46.12936,-42.808273,incorrect,False,-46.12936,-42.808273,incorrect,False,-46.12936,-42.808273,incorrect,False,0.014157633,84994,[-2.9125773906707764],[-0.6603937149047852],182144,[-8.968464851379395],[-2.0261433124542236],-56.8855,-62.941387,correct,True,-56.8855,-62.941387,correct,True,-56.8855,-62.941387,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",21,0.17992207,207079,[-8.555185317993164],[6.8507819175720215],178916,[-6.12196683883667],[5.763988494873047],-42.23154,-39.798325,incorrect,False,-42.23154,-39.798325,incorrect,False,-42.23154,-39.798325,incorrect,False,0.035525523,98941,[-2.9466311931610107],[7.170586585998535],192571,[-9.071069717407227],[4.308615684509277],-52.377773,-58.502213,correct,True,-52.377773,-58.502213,correct,True,-52.377773,-58.502213,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",22,1.1265432,180650,[-6.276090621948242],[-3.6428654193878174],152935,[-4.171302795410156],[3.612919569015503],-43.17779,-41.073,incorrect,False,-43.17779,-41.073,incorrect,False,-43.17779,-41.073,incorrect,False,0.0119267255,82348,[-0.7993896007537842],[-1.3202145099639893],191105,[-7.706899166107178],[-5.685285568237305],-50.860916,-57.768425,correct,True,-50.860916,-57.768425,correct,True,-50.860916,-57.768425,correct,True,The capital
capitals-recognition,15,state,Connecticut,Hartford,Bridgeport,,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,intuitive_first,False,"The capital of Connecticut is either Bridgeport or Hartford. In fact,","The capital of Connecticut is either Bridgeport or Hartford. In fact, the capital of Connecticut is",23,0.76360285,209747,[-6.763052940368652],[-3.362485408782959],149392,[-2.1307730674743652],[-3.226555347442627],-42.26883,-37.636547,incorrect,False,-42.26883,-37.636547,incorrect,False,-42.26883,-37.636547,incorrect,False,0.027897501,103870,[-1.1814723014831543],[6.461151599884033],219156,[-8.911022186279297],[11.252115249633789],-48.2039,-55.93345,correct,True,-48.2039,-55.93345,correct,True,-48.2039,-55.93345,correct,True,The capital
